"periode_data","wilayah","kecamatan","kelurahan","jenis_kelamin","agama","jumlah"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Laki_Laki","KHONGHUCU","13"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Laki_Laki","KRISTEN","3657"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","BUDHA","1484"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","HINDU","13"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","ISLAM","32629"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","KATHOLIK","2609"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","KHONGHUCU","8"
"2023","JAKARTA BARAT","CENGKARENG","RAWA BUAYA","Perempuan","KRISTEN","3829"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","BUDHA","746"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","HINDU","25"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","ISLAM","17841"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","KATHOLIK","641"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","KEPERCAYAAN","3"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","KHONGHUCU","8"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Laki_Laki","KRISTEN","2013"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","BUDHA","778"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","HINDU","24"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","ISLAM","17020"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","KATHOLIK","629"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","KEPERCAYAAN","2"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","KHONGHUCU","7"
"2023","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE","Perempuan","KRISTEN","2150"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","BUDHA","3792"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","HINDU","78"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","ISLAM","76099"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","KATHOLIK","1611"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","KHONGHUCU","9"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Laki_Laki","KRISTEN","7035"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","BUDHA","3827"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","HINDU","78"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","ISLAM","72854"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","KATHOLIK","1771"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","KHONGHUCU","7"
"2023","JAKARTA BARAT","CENGKARENG","KAPUK","Perempuan","KRISTEN","7173"
"2023","JAKARTA BARAT","CENGKARENG","CENGKARENG TIMUR","Laki_Laki","BUDHA","4040"
"2023","JAKARTA BARAT","CENGKARENG","CENGKARENG TIMUR","Laki_Laki","HINDU","50"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","KRISTEN","1179"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","KHONGHUCU","2"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","KATHOLIK","538"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","ISLAM","1873"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","HINDU","0"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Perempuan","BUDHA","870"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","KRISTEN","1109"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","KHONGHUCU","4"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","KATHOLIK","410"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","ISLAM","1978"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","HINDU","1"
"2023","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR","Laki_Laki","BUDHA","815"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","KRISTEN","2007"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","KHONGHUCU","0"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","KATHOLIK","782"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","ISLAM","3657"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","HINDU","5"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Perempuan","BUDHA","1392"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","KRISTEN","1849"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","KATHOLIK","651"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","ISLAM","3752"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","HINDU","6"
"2023","JAKARTA BARAT","TAMAN SARI","TANGKI","Laki_Laki","BUDHA","1331"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","KRISTEN","1622"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","KHONGHUCU","4"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","KATHOLIK","990"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","ISLAM","5701"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","HINDU","11"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Perempuan","BUDHA","1436"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","KRISTEN","1474"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","KHONGHUCU","7"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","KATHOLIK","834"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","ISLAM","5976"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","HINDU","11"
"2023","JAKARTA BARAT","TAMAN SARI","MAPHAR","Laki_Laki","BUDHA","1337"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","KRISTEN","1304"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","KHONGHUCU","6"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","KATHOLIK","571"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","ISLAM","8743"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","HINDU","0"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Perempuan","BUDHA","1118"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","KRISTEN","1139"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","KHONGHUCU","3"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","KATHOLIK","478"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","ISLAM","9237"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","HINDU","0"
"2023","JAKARTA BARAT","TAMAN SARI","KRUKUT","Laki_Laki","BUDHA","1028"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","KRISTEN","1595"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","KHONGHUCU","2"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","KATHOLIK","1080"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","ISLAM","4496"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","HINDU","2"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Perempuan","BUDHA","1489"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","KRISTEN","1348"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","KHONGHUCU","6"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","KATHOLIK","949"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","ISLAM","4748"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","HINDU","3"
"2023","JAKARTA BARAT","TAMAN SARI","TAMAN SARI","Laki_Laki","BUDHA","1324"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","KRISTEN","3261"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","KHONGHUCU","6"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","KATHOLIK","1581"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","ISLAM","15432"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","HINDU","23"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Perempuan","BUDHA","3687"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","KRISTEN","3054"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","KHONGHUCU","10"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","KATHOLIK","1388"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","ISLAM","16305"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","HINDU","20"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA","Laki_Laki","BUDHA","3626"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","KRISTEN","4111"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","KHONGHUCU","9"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","KATHOLIK","1804"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","ISLAM","10134"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","HINDU","13"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Perempuan","BUDHA","7469"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","KRISTEN","3666"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","KHONGHUCU","20"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","KATHOLIK","1505"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","ISLAM","10683"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","HINDU","13"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU","Laki_Laki","BUDHA","7248"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","KRISTEN","3275"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","KHONGHUCU","8"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","KATHOLIK","2671"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","ISLAM","8247"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","HINDU","29"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Perempuan","BUDHA","1525"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","KRISTEN","2823"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","KHONGHUCU","18"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","KATHOLIK","2271"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","ISLAM","8326"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","HINDU","36"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN","Laki_Laki","BUDHA","1440"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","KRISTEN","3413"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","KHONGHUCU","26"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","KATHOLIK","2728"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","ISLAM","8937"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","HINDU","28"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Perempuan","BUDHA","3213"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Laki_Laki","KRISTEN","3171"
"2023","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR","Laki_Laki","KHONGHUCU","25"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","BUDHA","1303"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","HINDU","7"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","ISLAM","7957"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","KATHOLIK","420"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","KHONGHUCU","4"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Laki_Laki","KRISTEN","961"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Perempuan","BUDHA","1388"
"2023","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Perempuan","HINDU","6"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Laki_Laki","KRISTEN","625"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","BUDHA","113"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","HINDU","20"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","ISLAM","42760"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","KATHOLIK","95"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","KEPERCAYAAN","2"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","KHONGHUCU","0"
"2023","JAKARTA UTARA","CILINCING","KALIBARU","Perempuan","KRISTEN","667"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","BUDHA","14"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","HINDU","67"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","ISLAM","21158"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","KATHOLIK","379"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Laki_Laki","KRISTEN","2030"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","BUDHA","18"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","HINDU","60"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","ISLAM","20809"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","KATHOLIK","375"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","KHONGHUCU","0"
"2023","JAKARTA UTARA","CILINCING","SEMPER TIMUR","Perempuan","KRISTEN","2003"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","BUDHA","45"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","HINDU","24"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","ISLAM","28571"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","KATHOLIK","232"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Laki_Laki","KRISTEN","1109"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","BUDHA","24"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","HINDU","21"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","ISLAM","27939"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","KATHOLIK","272"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","KHONGHUCU","0"
"2023","JAKARTA UTARA","CILINCING","ROROTAN","Perempuan","KRISTEN","1096"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","BUDHA","394"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","HINDU","78"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","ISLAM","38793"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","KATHOLIK","884"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","KHONGHUCU","2"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Laki_Laki","KRISTEN","4534"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","BUDHA","421"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","HINDU","74"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","ISLAM","38026"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","KATHOLIK","912"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","KHONGHUCU","4"
"2023","JAKARTA UTARA","CILINCING","SEMPER BARAT","Perempuan","KRISTEN","4570"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","BUDHA","4500"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","HINDU","41"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","ISLAM","11622"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","KATHOLIK","3153"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","KHONGHUCU","28"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Laki_Laki","KRISTEN","3925"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","BUDHA","4643"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","HINDU","43"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","ISLAM","11372"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","KATHOLIK","3499"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","KHONGHUCU","24"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR","Perempuan","KRISTEN","4275"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","BUDHA","4154"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","HINDU","21"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","ISLAM","36658"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","KATHOLIK","1781"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","KHONGHUCU","20"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Laki_Laki","KRISTEN","4782"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","BUDHA","3996"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","HINDU","13"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","ISLAM","34432"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","KATHOLIK","1808"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","KEPERCAYAAN","2"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","KHONGHUCU","12"
"2023","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT","Perempuan","KRISTEN","5141"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","BUDHA","1029"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","HINDU","20"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","ISLAM","12846"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","KATHOLIK","658"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","KHONGHUCU","3"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Laki_Laki","KRISTEN","1148"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","BUDHA","1045"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","HINDU","17"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","ISLAM","11829"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","KATHOLIK","694"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","KHONGHUCU","3"
"2023","JAKARTA UTARA","PADEMANGAN","ANCOL","Perempuan","KRISTEN","1274"
"2023","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR","Laki_Laki","BUDHA","1630"
"2023","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR","Laki_Laki","HINDU","72"
"2023","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR","Laki_Laki","ISLAM","8063"
"2023","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR","Laki_Laki","KATHOLIK","4458"
"2023","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR","Laki_Laki","KHONGHUCU","6"
